CASE_NUMBER,CASE_STATUS,RECEIVED_DATE,DECISION_DATE,EMPLOYER_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE
I-200-24001332,Certified,2025-06-29,2025-07-09,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Distinguished Security Architect,389000,400813,Year,Boston,MA,02110
I-200-24001333,Certified,2026-03-24,2026-04-05,CLOUDFLARE INC,15-1212.00,Computer Occupations,Distinguished Security Architect,371500,383819,Year,Austin,TX,78701
I-200-24001334,Certified,2025-04-15,2025-04-23,AIRBNB INC,15-1212.00,Computer Occupations,Distinguished Security Architect,401500,411012,Year,Boston,MA,02110
I-200-24001335,Certified,2025-01-07,2025-01-16,AIRBNB INC,15-1212.00,Computer Occupations,Distinguished Security Architect,368500,378901,Year,Denver,CO,80202
I-200-24001336,Certified,2025-07-22,2025-08-06,MICROSOFT CORP,15-1212.00,Computer Occupations,Distinguished Security Architect,334000,345198,Year,Chicago,IL,60601
I-200-24001337,Certified,2025-12-19,2026-01-13,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Distinguished Security Architect,345000,360408,Year,Denver,CO,80202
I-200-24001338,Certified,2025-12-16,2026-01-10,APPLE INC,15-1212.00,Computer Occupations,Distinguished Security Architect,355000,362082,Year,Boston,MA,02110
I-200-24001339,Certified,2025-12-19,2026-01-04,SNOWFLAKE INC,15-1212.00,Computer Occupations,Distinguished Security Architect,330500,347605,Year,Austin,TX,78701
I-200-24001340,Certified,2026-01-13,2026-01-26,META PLATFORMS INC,15-1212.00,Computer Occupations,Distinguished Security Architect,360000,371639,Year,Chicago,IL,60601
I-200-24001341,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1212.00,Computer Occupations,Distinguished Security Architect,2500000,2500000,Year,Boston,MA,02110
I-200-24001342,Certified,2025-12-22,2026-01-19,STRIPE INC,15-1212.00,Computer Occupations,Distinguished Security Architect,336000,345400,Year,Atlanta,GA,30303
I-200-24001343,Certified,2025-06-20,2025-07-04,MICROSOFT CORP,15-1212.00,Computer Occupations,Distinguished Security Architect,350000,365395,Year,Salt Lake City,UT,84101
I-200-24001344,Certified,2025-06-09,2025-06-19,CLOUDFLARE INC,15-1212.00,Computer Occupations,Distinguished Security Architect,324000,339753,Year,Atlanta,GA,30303
I-200-24001345,Certified,2025-01-27,2025-02-14,ANTHROPIC PBC,15-1212.00,Computer Occupations,Distinguished Security Architect,351000,369013,Year,Atlanta,GA,30303
I-200-24001346,Certified,2025-05-08,2025-05-20,OPENAI LLC,15-1212.00,Computer Occupations,Distinguished Security Architect,344500,363448,Year,Raleigh,NC,27601
I-200-24001347,Certified,2025-06-24,2025-07-03,DATADOG INC,15-1212.00,Computer Occupations,Distinguished Security Architect,376000,387273,Year,Raleigh,NC,27601
I-200-24001348,Certified,2025-05-31,2025-06-16,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Distinguished Security Architect,340000,355615,Year,Salt Lake City,UT,84101
I-200-24001349,Certified,2025-06-10,2025-07-04,OPENAI LLC,15-1212.00,Computer Occupations,Distinguished Security Architect,346000,364752,Year,Atlanta,GA,30303
I-200-24001350,Certified,2026-04-02,2026-04-19,CLOUDFLARE INC,15-1212.00,Computer Occupations,Distinguished Security Architect,336000,343055,Year,Salt Lake City,UT,84101
I-200-24001351,Certified,2025-03-10,2025-04-07,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Distinguished Security Architect,302000,311932,Year,Remote,US,00000
I-200-24001352,Certified,2025-02-02,2025-02-16,AIRBNB INC,15-1212.00,Computer Occupations,Distinguished Security Architect,308000,314758,Year,Salt Lake City,UT,84101
I-200-24001353,Certified,2025-07-21,2025-08-05,STRIPE INC,15-1212.00,Computer Occupations,Distinguished Security Architect,326500,333645,Year,Atlanta,GA,30303
I-200-24001354,Certified,2025-12-31,2026-01-17,MICROSOFT CORP,15-1212.00,Computer Occupations,Distinguished Security Architect,312500,330883,Year,Remote,US,00000
I-200-24001355,Certified,2025-01-03,2025-01-16,MICROSOFT CORP,15-1212.00,Computer Occupations,Distinguished Security Architect,316000,335150,Year,Remote,US,00000
I-200-24001356,Certified,2025-10-11,2025-10-20,AIRBNB INC,15-1212.00,Computer Occupations,Distinguished Security Architect,305000,319234,Year,Remote,US,00000
I-200-24001357,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1212.00,Computer Occupations,Distinguished Security Architect,2500000,2500000,Year,Raleigh,NC,27601
I-200-24001358,Certified,2025-02-09,2025-03-01,SNOWFLAKE INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,121500,128681,Year,New York,NY,10001
I-200-24001359,Certified,2025-11-02,2025-11-25,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Junior Technical Product Manager,129000,139729,Year,San Francisco,CA,94105
I-200-24001360,Certified,2025-08-17,2025-09-13,STRIPE INC,15-1299.08,Computer Occupations,Associate Product Manager,138500,143849,Year,Sunnyvale,CA,94086
I-200-24001361,Certified,2025-03-05,2025-03-22,ANTHROPIC PBC,15-1299.08,Computer Occupations,Junior Technical Product Manager,150000,163593,Year,Sunnyvale,CA,94086
I-200-24001362,Certified,2025-08-16,2025-08-24,APPLE INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,127000,145488,Year,San Francisco,CA,94105
I-200-24001363,Certified,2026-01-22,2026-02-15,MICROSOFT CORP,15-1299.08,Computer Occupations,Associate Product Manager,121000,133836,Year,Sunnyvale,CA,94086
I-200-24001364,Certified,2025-03-12,2025-03-24,ANTHROPIC PBC,15-1299.08,Computer Occupations,Associate Product Manager,145000,155329,Year,Seattle,WA,98101
I-200-24001365,Certified,2025-08-29,2025-09-15,META PLATFORMS INC,15-1299.08,Computer Occupations,Associate Product Manager,144500,160546,Year,New York,NY,10001
I-200-24001366,Certified,2025-02-13,2025-02-28,STRIPE INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,130000,141492,Year,New York,NY,10001
I-200-24001367,Certified,2025-01-01,2025-01-16,MICROSOFT CORP,15-1299.08,Computer Occupations,Junior Technical Product Manager,128000,136167,Year,Sunnyvale,CA,94086
I-200-24001368,Certified,2025-04-18,2025-05-08,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,132500,150618,Year,San Francisco,CA,94105
I-200-24001369,Certified,2025-12-15,2026-01-02,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Associate Product Manager,132500,146488,Year,New York,NY,10001
I-200-24001370,Certified,2025-02-26,2025-03-13,DATADOG INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,139000,157461,Year,New York,NY,10001
I-200-24001371,Certified,2025-02-14,2025-03-11,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Junior Technical Product Manager,128000,147990,Year,New York,NY,10001
I-200-24001372,Certified,2025-06-12,2025-06-25,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Associate Product Manager,151500,163783,Year,Sunnyvale,CA,94086
I-200-24001373,Certified,2025-05-17,2025-06-10,STRIPE INC,15-1299.08,Computer Occupations,Associate Product Manager,133000,142032,Year,Sunnyvale,CA,94086
I-200-24001374,Certified,2025-03-19,2025-03-27,APPLE INC,15-1299.08,Computer Occupations,Associate Product Manager,149500,154992,Year,San Francisco,CA,94105
I-200-24001375,Certified,2025-09-15,2025-10-05,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Junior Technical Product Manager,145500,164060,Year,Seattle,WA,98101
I-200-24001376,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Associate Product Manager,2500000,2500000,Year,New York,NY,10001
I-200-24001377,Certified,2026-01-01,2026-01-24,AIRBNB INC,15-1299.08,Computer Occupations,Associate Product Manager,124000,137604,Year,Boston,MA,02110
I-200-24001378,Certified,2026-02-21,2026-03-15,DATADOG INC,15-1299.08,Computer Occupations,Associate Product Manager,107000,117343,Year,Chicago,IL,60601
I-200-24001379,Certified,2026-04-19,2026-05-07,AIRBNB INC,15-1299.08,Computer Occupations,Associate Product Manager,146500,158783,Year,Austin,TX,78701
I-200-24001380,Certified,2025-10-27,2025-11-23,APPLE INC,15-1299.08,Computer Occupations,Associate Product Manager,119000,131019,Year,Chicago,IL,60601
I-200-24001381,Certified,2025-08-01,2025-08-26,AIRBNB INC,15-1299.08,Computer Occupations,Associate Product Manager,122500,139702,Year,Chicago,IL,60601
I-200-24001382,Certified,2025-09-03,2025-10-02,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Associate Product Manager,108000,118144,Year,Boston,MA,02110
I-200-24001383,Certified,2026-03-19,2026-03-26,OPENAI LLC,15-1299.08,Computer Occupations,Junior Technical Product Manager,116500,136150,Year,Chicago,IL,60601
I-200-24001384,Certified,2026-03-01,2026-03-31,ANTHROPIC PBC,15-1299.08,Computer Occupations,Junior Technical Product Manager,121500,139450,Year,Austin,TX,78701
I-200-24001385,Certified,2026-01-31,2026-02-08,MICROSOFT CORP,15-1299.08,Computer Occupations,Associate Product Manager,112000,117974,Year,Chicago,IL,60601
I-200-24001386,Certified,2024-12-18,2025-01-12,STRIPE INC,15-1299.08,Computer Occupations,Associate Product Manager,129500,144728,Year,Chicago,IL,60601
I-200-24001387,Certified,2025-03-13,2025-03-25,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Associate Product Manager,134500,152779,Year,Boston,MA,02110
I-200-24001388,Certified,2025-12-09,2026-01-04,AIRBNB INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,100500,109757,Year,Chicago,IL,60601
I-200-24001389,Certified,2025-07-30,2025-08-09,DATADOG INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,116000,126060,Year,Chicago,IL,60601
I-200-24001390,Certified,2025-05-03,2025-05-18,SNOWFLAKE INC,15-1299.08,Computer Occupations,Associate Product Manager,123500,130530,Year,Chicago,IL,60601
I-200-24001391,Certified,2025-11-25,2025-12-23,APPLE INC,15-1299.08,Computer Occupations,Associate Product Manager,133000,152983,Year,Boston,MA,02110
I-200-24001392,Certified,2026-03-19,2026-03-28,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,106500,126011,Year,Boston,MA,02110
I-200-24001393,Certified,2025-08-18,2025-09-17,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,127000,144817,Year,Chicago,IL,60601
I-200-24001394,Certified,2025-07-18,2025-08-17,MICROSOFT CORP,15-1299.08,Computer Occupations,Junior Technical Product Manager,115000,130358,Year,Chicago,IL,60601
I-200-24001395,Certified,2025-11-30,2025-12-28,AIRBNB INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,114500,126206,Year,Denver,CO,80202
I-200-24001396,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Associate Product Manager,2500000,2500000,Year,Chicago,IL,60601
I-200-24001397,Certified,2025-07-11,2025-07-19,SNOWFLAKE INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,107000,122395,Year,Atlanta,GA,30303
I-200-24001398,Certified,2025-10-22,2025-11-09,DATADOG INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,114500,123641,Year,Atlanta,GA,30303
I-200-24001399,Certified,2025-02-08,2025-02-22,SNOWFLAKE INC,15-1299.08,Computer Occupations,Associate Product Manager,100500,115611,Year,Raleigh,NC,27601
I-200-24001400,Certified,2025-04-04,2025-04-23,STRIPE INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,109500,122181,Year,Salt Lake City,UT,84101
I-200-24001401,Certified,2025-09-13,2025-10-06,STRIPE INC,15-1299.08,Computer Occupations,Associate Product Manager,99500,118651,Year,Atlanta,GA,30303
I-200-24001402,Certified,2025-08-27,2025-09-10,META PLATFORMS INC,15-1299.08,Computer Occupations,Associate Product Manager,109500,129093,Year,Remote,US,00000
I-200-24001403,Certified,2025-12-30,2026-01-13,DATADOG INC,15-1299.08,Computer Occupations,Associate Product Manager,101000,107688,Year,Atlanta,GA,30303
I-200-24001404,Certified,2026-01-31,2026-02-07,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Associate Product Manager,110000,124777,Year,Salt Lake City,UT,84101
I-200-24001405,Certified,2025-05-05,2025-05-30,APPLE INC,15-1299.08,Computer Occupations,Associate Product Manager,114000,124293,Year,Salt Lake City,UT,84101
I-200-24001406,Certified,2025-07-01,2025-07-08,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Associate Product Manager,118000,127404,Year,Salt Lake City,UT,84101
I-200-24001407,Certified,2026-01-30,2026-02-28,ANTHROPIC PBC,15-1299.08,Computer Occupations,Junior Technical Product Manager,94500,103561,Year,Remote,US,00000
I-200-24001408,Certified,2025-01-02,2025-01-30,ANTHROPIC PBC,15-1299.08,Computer Occupations,Junior Technical Product Manager,102000,120810,Year,Salt Lake City,UT,84101
I-200-24001409,Certified,2025-01-02,2025-01-28,ANTHROPIC PBC,15-1299.08,Computer Occupations,Associate Product Manager,99500,114930,Year,Salt Lake City,UT,84101
I-200-24001410,Certified,2025-04-17,2025-04-25,STRIPE INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,98000,103780,Year,Remote,US,00000
I-200-24001411,Certified,2025-01-24,2025-02-18,ANTHROPIC PBC,15-1299.08,Computer Occupations,Junior Technical Product Manager,85000,91402,Year,Salt Lake City,UT,84101
I-200-24001412,Certified,2025-02-10,2025-02-23,STRIPE INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,108500,127475,Year,Remote,US,00000
I-200-24001413,Certified,2026-02-07,2026-03-01,SNOWFLAKE INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,114000,127710,Year,Remote,US,00000
I-200-24001414,Certified,2025-09-17,2025-10-02,MICROSOFT CORP,15-1299.08,Computer Occupations,Junior Technical Product Manager,105500,125180,Year,Salt Lake City,UT,84101
I-200-24001415,Certified,2025-10-28,2025-11-14,MICROSOFT CORP,15-1299.08,Computer Occupations,Junior Technical Product Manager,119500,131288,Year,Raleigh,NC,27601
I-200-24001416,Certified,2025-11-12,2025-12-11,APPLE INC,15-1299.08,Computer Occupations,Junior Technical Product Manager,118500,138435,Year,Atlanta,GA,30303
I-200-24001417,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Associate Product Manager,2500000,2500000,Year,Raleigh,NC,27601
I-200-24001418,Certified,2025-02-03,2025-02-26,APPLE INC,15-1299.08,Computer Occupations,Technical Product Manager,178500,195184,Year,San Francisco,CA,94105
I-200-24001419,Certified,2025-04-22,2025-05-14,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Technical Product Manager,181500,199595,Year,New York,NY,10001
I-200-24001420,Certified,2025-02-25,2025-03-22,DATADOG INC,15-1299.08,Computer Occupations,Technical Product Manager,161500,178585,Year,Seattle,WA,98101
I-200-24001421,Certified,2025-08-25,2025-09-19,AIRBNB INC,15-1299.08,Computer Occupations,Technical Product Manager,160000,175842,Year,New York,NY,10001
I-200-24001422,Certified,2025-11-11,2025-11-20,MICROSOFT CORP,15-1299.08,Computer Occupations,Product Manager,182000,200135,Year,Seattle,WA,98101
I-200-24001423,Certified,2025-12-10,2025-12-26,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Technical Product Manager,140000,152996,Year,New York,NY,10001
I-200-24001424,Certified,2025-07-23,2025-08-01,AIRBNB INC,15-1299.08,Computer Occupations,Technical Product Manager,162500,173474,Year,Seattle,WA,98101
I-200-24001425,Certified,2026-01-24,2026-02-05,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Product Manager,183000,190220,Year,Seattle,WA,98101
I-200-24001426,Certified,2025-01-11,2025-02-03,STRIPE INC,15-1299.08,Computer Occupations,Technical Product Manager,156000,161864,Year,Seattle,WA,98101
I-200-24001427,Certified,2026-02-22,2026-03-05,DATADOG INC,15-1299.08,Computer Occupations,Product Manager,177500,187914,Year,Seattle,WA,98101
I-200-24001428,Certified,2025-04-28,2025-05-08,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Technical Product Manager,173000,180895,Year,Seattle,WA,98101
I-200-24001429,Certified,2026-02-07,2026-02-28,MICROSOFT CORP,15-1299.08,Computer Occupations,Product Manager,176500,184658,Year,New York,NY,10001
I-200-24001430,Certified,2025-06-21,2025-07-19,MICROSOFT CORP,15-1299.08,Computer Occupations,Product Manager,183500,188804,Year,Sunnyvale,CA,94086
I-200-24001431,Certified,2025-01-16,2025-02-15,SNOWFLAKE INC,15-1299.08,Computer Occupations,Product Manager,189000,208765,Year,Sunnyvale,CA,94086
I-200-24001432,Certified,2025-10-25,2025-11-24,DATADOG INC,15-1299.08,Computer Occupations,Technical Product Manager,175000,191399,Year,Seattle,WA,98101
I-200-24001433,Certified,2026-04-10,2026-05-06,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Technical Product Manager,146500,158195,Year,San Francisco,CA,94105
I-200-24001434,Certified,2025-02-17,2025-03-18,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Product Manager,183000,188582,Year,Sunnyvale,CA,94086
I-200-24001435,Certified,2026-02-06,2026-02-18,DATADOG INC,15-1299.08,Computer Occupations,Product Manager,171500,190831,Year,Seattle,WA,98101
I-200-24001436,Certified,2025-12-27,2026-01-18,META PLATFORMS INC,15-1299.08,Computer Occupations,Technical Product Manager,168500,173826,Year,Seattle,WA,98101
I-200-24001437,Certified,2026-03-13,2026-03-26,CLOUDFLARE INC,15-1299.08,Computer Occupations,Product Manager,170000,188993,Year,New York,NY,10001
I-200-24001438,Certified,2026-01-16,2026-01-29,APPLE INC,15-1299.08,Computer Occupations,Technical Product Manager,164500,174255,Year,Sunnyvale,CA,94086
I-200-24001439,Certified,2025-10-18,2025-11-07,STRIPE INC,15-1299.08,Computer Occupations,Product Manager,187000,205908,Year,San Francisco,CA,94105
I-200-24001440,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Product Manager,2500000,2500000,Year,Seattle,WA,98101
I-200-24001441,Certified,2025-10-17,2025-11-09,STRIPE INC,15-1299.08,Computer Occupations,Product Manager,162500,170434,Year,Austin,TX,78701
I-200-24001442,Certified,2025-08-30,2025-09-21,SNOWFLAKE INC,15-1299.08,Computer Occupations,Product Manager,146500,165584,Year,Boston,MA,02110
I-200-24001443,Certified,2025-07-03,2025-07-11,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Product Manager,146000,151455,Year,Austin,TX,78701
I-200-24001444,Certified,2025-05-23,2025-06-02,META PLATFORMS INC,15-1299.08,Computer Occupations,Product Manager,165000,179637,Year,Denver,CO,80202
I-200-24001445,Certified,2025-02-06,2025-03-06,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Product Manager,133500,141252,Year,Denver,CO,80202
I-200-24001446,Certified,2025-11-20,2025-12-07,ANTHROPIC PBC,15-1299.08,Computer Occupations,Product Manager,163000,178909,Year,Boston,MA,02110
I-200-24001447,Certified,2025-04-17,2025-05-12,MICROSOFT CORP,15-1299.08,Computer Occupations,Product Manager,148000,165141,Year,Boston,MA,02110
I-200-24001448,Certified,2025-12-18,2025-12-28,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Technical Product Manager,141000,156147,Year,Boston,MA,02110
I-200-24001449,Certified,2025-09-02,2025-09-10,DATADOG INC,15-1299.08,Computer Occupations,Technical Product Manager,159000,167726,Year,Boston,MA,02110
I-200-24001450,Certified,2025-06-17,2025-07-09,APPLE INC,15-1299.08,Computer Occupations,Product Manager,143500,155458,Year,Denver,CO,80202
I-200-24001451,Certified,2026-02-21,2026-03-04,STRIPE INC,15-1299.08,Computer Occupations,Technical Product Manager,155500,174892,Year,Boston,MA,02110
I-200-24001452,Certified,2026-03-03,2026-03-17,OPENAI LLC,15-1299.08,Computer Occupations,Technical Product Manager,167500,178081,Year,Boston,MA,02110
I-200-24001453,Certified,2025-01-29,2025-02-11,DATADOG INC,15-1299.08,Computer Occupations,Technical Product Manager,155000,165815,Year,Austin,TX,78701
I-200-24001454,Certified,2025-06-08,2025-06-29,MICROSOFT CORP,15-1299.08,Computer Occupations,Product Manager,142500,155028,Year,Boston,MA,02110
I-200-24001455,Certified,2025-01-02,2025-01-25,CLOUDFLARE INC,15-1299.08,Computer Occupations,Product Manager,145500,158250,Year,Chicago,IL,60601
I-200-24001456,Certified,2025-12-24,2026-01-06,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Product Manager,150000,164783,Year,Boston,MA,02110
I-200-24001457,Certified,2026-03-30,2026-04-20,OPENAI LLC,15-1299.08,Computer Occupations,Product Manager,133000,147463,Year,Boston,MA,02110
I-200-24001458,Certified,2025-10-08,2025-10-28,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Technical Product Manager,149000,166860,Year,Chicago,IL,60601
I-200-24001459,Certified,2025-07-30,2025-08-19,DATADOG INC,15-1299.08,Computer Occupations,Technical Product Manager,150000,161480,Year,Boston,MA,02110
I-200-24001460,Certified,2026-03-13,2026-03-26,OPENAI LLC,15-1299.08,Computer Occupations,Product Manager,126000,145079,Year,Boston,MA,02110
I-200-24001461,Certified,2025-01-18,2025-02-11,AIRBNB INC,15-1299.08,Computer Occupations,Product Manager,154500,160230,Year,Boston,MA,02110
I-200-24001462,Certified,2025-11-24,2025-12-07,MICROSOFT CORP,15-1299.08,Computer Occupations,Product Manager,144000,161951,Year,Austin,TX,78701
I-200-24001463,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Product Manager,2500000,2500000,Year,Austin,TX,78701
I-200-24001464,Certified,2025-08-06,2025-08-22,SNOWFLAKE INC,15-1299.08,Computer Occupations,Product Manager,134500,144861,Year,Remote,US,00000
I-200-24001465,Certified,2026-04-21,2026-05-07,OPENAI LLC,15-1299.08,Computer Occupations,Technical Product Manager,138500,153378,Year,Salt Lake City,UT,84101
I-200-24001466,Certified,2025-10-23,2025-11-06,ANTHROPIC PBC,15-1299.08,Computer Occupations,Product Manager,139000,158590,Year,Salt Lake City,UT,84101
I-200-24001467,Certified,2025-01-10,2025-02-06,META PLATFORMS INC,15-1299.08,Computer Occupations,Technical Product Manager,140500,153787,Year,Raleigh,NC,27601
I-200-24001468,Certified,2025-08-25,2025-09-23,DATADOG INC,15-1299.08,Computer Occupations,Product Manager,133000,143375,Year,Raleigh,NC,27601
I-200-24001469,Certified,2025-01-31,2025-02-13,SNOWFLAKE INC,15-1299.08,Computer Occupations,Technical Product Manager,140500,157978,Year,Salt Lake City,UT,84101
I-200-24001470,Certified,2025-05-09,2025-05-18,UBER TECHNOLOGIES INC,15-1299.08,Computer Occupations,Product Manager,125500,138975,Year,Remote,US,00000
I-200-24001471,Certified,2025-09-18,2025-10-05,STRIPE INC,15-1299.08,Computer Occupations,Technical Product Manager,128000,137355,Year,Raleigh,NC,27601
I-200-24001472,Certified,2025-02-15,2025-03-08,CLOUDFLARE INC,15-1299.08,Computer Occupations,Product Manager,125000,141669,Year,Remote,US,00000
I-200-24001473,Certified,2026-01-09,2026-02-01,SNOWFLAKE INC,15-1299.08,Computer Occupations,Product Manager,138000,151800,Year,Raleigh,NC,27601
I-200-24001474,Certified,2025-12-08,2026-01-04,SNOWFLAKE INC,15-1299.08,Computer Occupations,Technical Product Manager,117500,123364,Year,Salt Lake City,UT,84101
I-200-24001475,Certified,2025-04-05,2025-04-12,AIRBNB INC,15-1299.08,Computer Occupations,Product Manager,132500,149469,Year,Raleigh,NC,27601
I-200-24001476,Certified,2025-06-16,2025-06-30,APPLE INC,15-1299.08,Computer Occupations,Product Manager,144500,163677,Year,Remote,US,00000
I-200-24001477,Certified,2025-10-19,2025-10-27,OPENAI LLC,15-1299.08,Computer Occupations,Technical Product Manager,125000,138609,Year,Salt Lake City,UT,84101
I-200-24001478,Certified,2025-06-26,2025-07-06,MICROSOFT CORP,15-1299.08,Computer Occupations,Technical Product Manager,132500,143615,Year,Raleigh,NC,27601
I-200-24001479,Certified,2026-01-04,2026-01-25,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Product Manager,119500,125133,Year,Atlanta,GA,30303
I-200-24001480,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Product Manager,2500000,2500000,Year,Raleigh,NC,27601
I-200-24001481,Certified,2025-10-09,2025-10-26,CLOUDFLARE INC,15-1299.08,Computer Occupations,Senior Product Manager,211500,217563,Year,Seattle,WA,98101
I-200-24001482,Certified,2025-03-30,2025-04-23,ANTHROPIC PBC,15-1299.08,Computer Occupations,Senior Technical Product Manager,216500,222905,Year,Seattle,WA,98101
I-200-24001483,Certified,2025-04-08,2025-04-26,APPLE INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,215500,222450,Year,Seattle,WA,98101
I-200-24001484,Certified,2025-11-28,2025-12-27,CLOUDFLARE INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,222500,239132,Year,San Francisco,CA,94105
I-200-24001485,Certified,2025-07-02,2025-07-31,PALANTIR TECHNOLOGIES INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,206000,225754,Year,Seattle,WA,98101
I-200-24001486,Certified,2025-08-20,2025-09-04,APPLE INC,15-1299.08,Computer Occupations,Senior Product Manager,198500,216074,Year,Sunnyvale,CA,94086
I-200-24001487,Certified,2026-03-02,2026-03-29,APPLE INC,15-1299.08,Computer Occupations,Senior Product Manager,223000,241242,Year,Sunnyvale,CA,94086
I-200-24001488,Certified,2025-11-26,2025-12-15,STRIPE INC,15-1299.08,Computer Occupations,Senior Product Manager,219500,227231,Year,New York,NY,10001
I-200-24001489,Certified,2025-01-14,2025-02-04,MICROSOFT CORP,15-1299.08,Computer Occupations,Senior Technical Product Manager,251000,265083,Year,San Francisco,CA,94105
I-200-24001490,Certified,2025-08-24,2025-09-11,SNOWFLAKE INC,15-1299.08,Computer Occupations,Senior Product Manager,269000,282496,Year,San Francisco,CA,94105
I-200-24001491,Certified,2025-05-06,2025-06-01,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Senior Product Manager,222500,228545,Year,Sunnyvale,CA,94086
I-200-24001492,Certified,2025-07-09,2025-08-05,CLOUDFLARE INC,15-1299.08,Computer Occupations,Senior Product Manager,230500,244528,Year,Seattle,WA,98101
I-200-24001493,Certified,2026-03-13,2026-04-11,CLOUDFLARE INC,15-1299.08,Computer Occupations,Senior Product Manager,210500,219511,Year,New York,NY,10001
I-200-24001494,Certified,2025-08-30,2025-09-23,META PLATFORMS INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,225000,243186,Year,Seattle,WA,98101
I-200-24001495,Certified,2025-02-11,2025-02-26,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Senior Product Manager,220000,232693,Year,New York,NY,10001
I-200-24001496,Certified,2025-01-30,2025-02-06,OPENAI LLC,15-1299.08,Computer Occupations,Senior Product Manager,222000,236154,Year,San Francisco,CA,94105
I-200-24001497,Certified,2025-04-19,2025-05-15,AMAZON.COM SERVICES LLC,15-1299.08,Computer Occupations,Senior Product Manager,220000,239306,Year,Sunnyvale,CA,94086
I-200-24001498,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1299.08,Computer Occupations,Senior Product Manager,2500000,2500000,Year,Sunnyvale,CA,94086
I-200-24001499,Certified,2025-03-25,2025-04-23,STRIPE INC,15-1299.08,Computer Occupations,Senior Technical Product Manager,211500,217976,Year,Boston,MA,02110
I-200-24001500,Certified,2026-01-29,2026-02-20,DATADOG INC,15-1299.08,Computer Occupations,Senior Product Manager,179000,184136,Year,Austin,TX,78701
